edge_type_id target_query source_query target_sections syn_weight weight_function delay model_template distance_range dynamics_params
100 pop_name=='0_I' pop_name=='0_E' ['soma'] 0.003125 NULL 0 Exp2Syn "[0.0, 0.1]" PING_ExcToInh.json
101 pop_name=='0_I' pop_name=='0_I' ['soma'] 0.0125 NULL 0 Exp2Syn "[0.0, 0.1]" PING_InhToInh.json
102 pop_name=='0_E' pop_name=='0_I' ['soma'] 0.0125 NULL 0 Exp2Syn "[0.0, 0.1]" PING_InhToExc.json
